port,,Permanent Portfolio,Permanent Portfolio,Permanent Portfolio,Permanent Portfolio,Three Fund Portfolio,Three Fund Portfolio,Three Fund Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,All Seasons Portfolio,All Seasons Portfolio,All Seasons Portfolio,All Seasons Portfolio,All Seasons Portfolio,Golden Butterfly,Golden Butterfly,Golden Butterfly,Golden Butterfly,Golden Butterfly,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,60/40 Portfolio,60/40 Portfolio,Ivy Portfolio,Ivy Portfolio,Ivy Portfolio,Ivy Portfolio,Ivy Portfolio
etfs,,VTI,TLT,BIL,GLD,VTI,VEA,AGG,VTI,IJS,VEA,VWO,IEI,BIL,IYR,GLD,VTI,TLT,IEI,DBC,GLD,VTI,IJS,TLT,SHY,GLD,SPY,SPYV,MDY,IJJ,VEA,IEI,IYR,VTI,VEA,VWO,IEI,TIP,IYR,SPY,MDY,IJR,VEA,VWO,IEI,BIL,TIP,DBC,IYR,BWX,VTI,AGG,VTI,VEA,IEI,DBC,IYR
date,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,cons,0.005845,0.002076,0.992079,0.0,0.027428,0.0,0.972572,0.003093,0.0,0.001062,0.0,0.0,0.995845,0.0,0.0,0.094185,0.0,0.885487,0.020328,0.0,0.029696,0.001932,0.0,0.968371,0.0,0.0,0.0,0.108599,0.0,0.0,0.890906,0.000495,0.114156,0.0,0.002806,0.882341,0.0,0.000697,0.003907,0.0,0.0,0.001349,0.0,0.0,0.994743,0.0,0.0,0.0,0.0,0.050251,0.949749,0.092781,0.0,0.886127,0.021092,0.0
2012-06-30,mod_cons,0.104259,0.179718,0.683413,0.032611,0.283368,0.0,0.716632,0.0,0.0,0.0,0.024873,0.811975,0.083267,0.07058,0.009304,0.187367,0.193923,0.588024,0.0,0.030686,0.128895,0.0,0.173745,0.661531,0.035829,0.0,0.0,0.0,0.0,0.0,0.722976,0.277024,0.0,0.0,0.0,0.343217,0.462964,0.193819,0.0,0.0,0.0,0.0,0.025706,0.767559,0.085893,0.055644,0.0,0.065198,0.0,0.291457,0.708543,0.0,0.0,0.732127,0.0,0.267873
2012-06-30,moder,0.198879,0.351155,0.380533,0.069433,0.522245,0.0,0.477755,0.0,0.0,0.0,0.0,0.509391,0.0,0.277338,0.213271,0.249917,0.388292,0.290301,0.0,0.07149,0.215128,0.0,0.349366,0.359019,0.076486,0.0,0.0,0.0,0.0,0.0,0.485034,0.514966,0.0,0.0,0.0,0.0,0.591305,0.408695,0.0,0.0,0.0,0.0,0.0,0.082362,0.0,0.658249,0.0,0.259389,0.0,0.527638,0.472362,0.0,0.0,0.485034,0.0,0.514966
2012-06-30,mod_agg,0.295429,0.526096,0.071474,0.107001,0.761123,0.0,0.238877,0.0,0.0,0.0,0.0,0.082667,0.0,0.485782,0.431551,0.302749,0.587568,0.0,0.0,0.109683,0.30138,0.0,0.524945,0.056484,0.11719,0.0,0.0,0.0,0.0,0.0,0.237941,0.762059,0.0,0.0,0.0,0.0,0.290074,0.709926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.379328,0.0,0.620672,0.0,0.763819,0.236181,0.0,0.0,0.237941,0.0,0.762059
2012-06-30,agg,0.146617,0.767318,0.0,0.086066,0.914687,0.0,0.085313,0.0,0.0,0.0,0.0,0.0,0.0,0.775296,0.224704,0.104591,0.823858,0.0,0.0,0.071551,0.126464,0.0,0.767555,0.0,0.105981,0.0,0.0,0.0,0.0,0.0,0.091516,0.908484,0.0,0.0,0.0,0.0,0.111567,0.888433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145037,0.0,0.854963,0.0,0.909548,0.090452,0.0,0.0,0.091516,0.0,0.908484
2012-07-31,cons,0.005852,0.002883,0.991265,0.0,0.032027,0.0,0.967973,0.00319,0.0,0.001034,0.0,0.0,0.995775,0.0,0.0,0.093791,0.0,0.886858,0.019351,0.0,0.033291,0.001608,0.0,0.9651,0.0,0.0,0.0,0.092238,0.0,0.000793,0.906969,0.0,0.107975,0.0,0.0,0.892025,0.0,0.0,0.001275,0.0,0.0,0.002635,0.000727,0.0,0.995362,0.0,0.0,0.0,0.0,0.050251,0.949749,0.089556,0.0,0.887352,0.023092,0.0
2012-07-31,mod_cons,0.150191,0.102736,0.626564,0.120509,0.277744,0.0,0.722256,0.152124,0.0,0.0,0.0,0.242314,0.471516,0.0,0.134046,0.225782,0.061725,0.583868,0.0,0.128624,0.179589,0.0,0.100008,0.60678,0.113624,0.252142,0.0,0.0,0.0,0.0,0.604943,0.142916,0.330981,0.0,0.0,0.669019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746543,0.0,0.0,0.0,0.253457,0.291457,0.708543,0.330981,0.0,0.669019,0.0,0.0
2012-07-31,moder,0.287977,0.197694,0.272314,0.242016,0.516014,0.0,0.483986,0.29091,0.0,0.0,0.0,0.437852,0.0,0.0,0.271238,0.331712,0.193919,0.219254,0.0,0.255115,0.314775,0.0,0.215762,0.243132,0.226332,0.346456,0.0,0.0,0.0,0.0,0.332983,0.32056,0.553987,0.0,0.0,0.446013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50043,0.0,0.0,0.0,0.49957,0.527638,0.472362,0.553987,0.0,0.446013,0.0,0.0
2012-07-31,mod_agg,0.398068,0.188119,0.0,0.413813,0.76173,0.0,0.23827,0.396302,0.0,0.0,0.0,0.151658,0.0,0.0,0.452041,0.401014,0.155556,0.0,0.0,0.44343,0.417376,0.0,0.177054,0.0,0.40557,0.444938,0.0,0.0,0.0,0.0,0.050342,0.504719,0.776994,0.0,0.0,0.223006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246113,0.0,0.0,0.0,0.753887,0.763819,0.236181,0.776994,0.0,0.223006,0.0,0.0
2012-07-31,agg,0.370515,0.0,0.0,0.629485,0.903203,0.0,0.096797,0.379673,0.0,0.0,0.0,0.0,0.0,0.0,0.620327,0.3373,0.0,0.0,0.0,0.6627,0.372898,0.0,0.0,0.0,0.627102,0.218244,0.0,0.0,0.0,0.0,0.0,0.781756,0.910797,0.0,0.0,0.089203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098445,0.0,0.0,0.0,0.901555,0.909548,0.090452,0.910797,0.0,0.089203,0.0,0.0
2012-08-31,cons,0.007799,0.005683,0.986518,0.0,0.032431,0.002592,0.964976,0.003582,0.000679,0.0,0.000814,0.003995,0.99093,0.0,0.0,0.101083,0.0,0.884525,0.014392,0.0,0.034618,0.001595,0.0,0.963787,0.0,0.001051,0.0,0.096507,0.0,0.0,0.902442,0.0,0.108105,0.0,0.00038,0.891515,0.0,0.0,0.002619,0.0,0.0,0.0,0.002556,0.002232,0.992593,0.0,0.0,0.0,0.0,0.050251,0.949749,0.092431,0.0,0.886747,0.020822,0.0
2012-08-31,mod_cons,0.064312,0.179735,0.635286,0.120667,0.0,0.0,1.0,0.0,0.111017,0.0,0.0,0.628831,0.213811,0.0,0.046341,0.026572,0.171218,0.605435,0.129254,0.067522,0.0,0.115951,0.1268,0.69529,0.06196,0.0,0.0,0.390434,0.0,0.0,0.608923,0.000643,0.0,0.0,0.121461,0.73396,0.0,0.144579,0.0,0.095388,0.036242,0.0,0.0,0.751503,0.105993,0.0,0.010874,0.0,0.0,0.035176,0.964824,0.0,0.0,0.703233,0.086002,0.210765
2012-08-31,moder,0.118113,0.347305,0.293331,0.24125,0.0,0.0,1.0,0.0,0.243418,0.0,0.0,0.535991,0.0,0.0,0.220591,0.0,0.368142,0.281824,0.200447,0.149586,0.0,0.204704,0.273234,0.393477,0.128585,0.0,0.0,0.60503,0.0,0.0,0.340022,0.054949,0.0,0.0,0.196556,0.387717,0.100283,0.315445,0.0,0.459703,0.0,0.0,0.0,0.519722,0.0,0.0,0.0,0.020575,0.0,0.025126,0.974874,0.0,0.0,0.433331,0.124478,0.442191
2012-08-31,mod_agg,0.118186,0.49157,0.0,0.390244,0.0,0.0,1.0,0.0,0.385623,0.0,0.0,0.17236,0.0,0.0,0.442017,0.0,0.478152,0.0,0.17751,0.344338,0.0,0.295347,0.422513,0.085553,0.196587,0.0,0.0,0.819747,0.0,0.0,0.071097,0.109157,0.0,0.0,0.270075,0.032005,0.211627,0.486294,0.0,0.746314,0.0,0.0,0.0,0.161094,0.0,0.0,0.0,0.092592,0.0,0.01005,0.98995,0.0,0.0,0.163512,0.162797,0.673691
2012-08-31,agg,0.0,0.32786,0.0,0.67214,0.0,0.0,1.0,0.0,0.178344,0.0,0.0,0.0,0.0,0.315426,0.50623,0.0,0.270903,0.0,0.0,0.729097,0.0,0.43695,0.201629,0.0,0.361421,0.0,0.0,0.453912,0.0,0.0,0.0,0.546088,0.0,0.0,0.337246,0.0,0.064988,0.597766,0.0,0.624129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375871,0.0,0.005025,0.994975,0.0,0.0,0.0,0.184749,0.815251
2012-09-30,cons,0.0,0.0,1.0,0.0,0.040072,0.0,0.959928,0.005652,0.0,0.0,0.000479,0.01377,0.979968,0.0,0.000131,0.106821,0.0,0.881623,0.011556,0.0,0.036488,0.0,0.0,0.962154,0.001358,0.001313,0.0,0.096804,0.0,0.0,0.901882,0.0,0.104039,0.0,0.002465,0.893496,0.0,0.0,0.005642,0.0,0.0,0.0,0.000317,0.0,0.994041,0.0,0.0,0.0,0.0,0.050251,0.949749,0.092591,0.0,0.886248,0.021162,0.0
2012-09-30,mod_cons,0.0,0.034143,0.720043,0.245815,0.020036,0.0,0.979964,0.0,0.034582,0.0,0.0,0.530353,0.248564,0.0,0.186501,0.050213,0.0,0.70214,0.0,0.247648,0.0,0.011479,0.023758,0.713943,0.25082,0.0,0.0,0.0,0.310172,0.0,0.689828,0.0,0.0,0.0,0.125653,0.488994,0.385353,0.0,0.0,0.0422,0.0,0.0,0.0,0.374465,0.486258,0.0,0.0,0.0,0.097076,0.035176,0.964824,0.0,0.0,0.831972,0.145377,0.022651
2012-09-30,moder,0.0,0.066413,0.441659,0.491928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.554723,0.0,0.016701,0.428576,0.0,0.0,0.504633,0.0,0.495367,0.0,0.002658,0.073634,0.432156,0.491552,0.0,0.0,0.0,0.545007,0.0,0.454993,0.0,0.0,0.0,0.311548,0.0,0.688452,0.0,0.0,0.076626,0.0,0.0,0.0,0.723525,0.0,0.0,0.0,0.0,0.199848,0.025126,0.974874,0.0,0.0,0.558959,0.435498,0.005543
2012-09-30,mod_agg,0.0,0.098682,0.163276,0.738041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.282068,0.0,0.0,0.717932,0.0,0.0,0.252316,0.0,0.747684,0.0,0.0,0.127804,0.135391,0.736805,0.0,0.0,0.0,0.779842,0.0,0.220158,0.0,0.0,0.0,0.6646,0.0,0.3354,0.0,0.0,0.005671,0.0,0.0,0.0,0.370898,0.0,0.0,0.0,0.0,0.623431,0.01005,0.98995,0.0,0.0,0.28073,0.71927,0.0
2012-09-30,agg,0.0,0.113579,0.0,0.886421,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.110076,0.0,0.0,0.889924,0.0,0.0,0.098732,0.0,0.901268,0.0,0.0,0.109642,0.0,0.890358,0.0,0.0,0.0,0.911937,0.0,0.088063,0.0,0.0,0.0,0.876432,0.0,0.123568,0.0,0.0,0.0,0.0,0.0,0.0,0.151734,0.0,0.0,0.0,0.0,0.848266,0.005025,0.994975,0.0,0.0,0.093577,0.906423,0.0
2012-10-31,cons,0.006823,0.003052,0.990126,0.0,0.030696,0.0,0.969304,0.006733,0.0,0.0,0.0,0.00475,0.988516,0.0,0.0,0.099951,0.0,0.886276,0.013773,0.0,0.041441,0.0,0.0,0.958559,0.0,0.0,0.0,0.097951,0.0,0.0,0.902049,0.0,0.111347,0.0,0.0,0.888653,0.0,0.0,0.007673,0.000231,0.0,0.0,0.0,0.00645,0.985646,0.0,0.0,0.0,0.0,0.050251,0.949749,0.092188,0.0,0.886399,0.021414,0.0
2012-10-31,mod_cons,0.095029,0.17212,0.64946,0.083392,0.276089,0.0,0.723911,0.113653,0.0,0.0,0.0,0.539201,0.198718,0.0,0.148429,0.112567,0.180619,0.572784,0.090296,0.043734,0.119844,0.0,0.169153,0.626581,0.084422,0.0,0.0,0.328402,0.0,0.0,0.671598,0.0,0.340999,0.0,0.0,0.659001,0.0,0.0,0.0,0.154191,0.0,0.0,0.0,0.715591,0.107275,0.0,0.022943,0.0,0.0,0.291457,0.708543,0.00966,0.0,0.699172,0.291168,0.0
2012-10-31,moder,0.179228,0.334361,0.317705,0.168707,0.521483,0.0,0.478517,0.164213,0.0,0.0,0.0,0.447076,0.0,0.0,0.388711,0.136391,0.367848,0.258752,0.135564,0.101444,0.197753,0.0,0.340811,0.294387,0.16705,0.0,0.0,0.552268,0.0,0.0,0.447732,0.0,0.560666,0.0,0.0,0.439334,0.0,0.0,0.0,0.407406,0.0,0.0,0.0,0.548379,0.0,0.0,0.044215,0.0,0.0,0.527638,0.472362,0.0,0.0,0.469836,0.530164,0.0
2012-10-31,mod_agg,0.234756,0.490095,0.0,0.275149,0.766876,0.0,0.233124,0.19606,0.0,0.0,0.0,0.144138,0.0,0.0,0.659802,0.079341,0.528998,0.0,0.206133,0.185528,0.221267,0.0,0.497372,0.0,0.281361,0.0,0.0,0.776134,0.0,0.0,0.223866,0.0,0.780333,0.0,0.0,0.219667,0.0,0.0,0.0,0.675502,0.0,0.0,0.0,0.260103,0.0,0.0,0.064395,0.0,0.0,0.763819,0.236181,0.0,0.0,0.234918,0.765082,0.0
2012-10-31,agg,0.0,0.463183,0.0,0.536817,0.914112,0.0,0.085888,0.159295,0.0,0.0,0.0,0.0,0.0,0.0,0.840705,0.0,0.381329,0.0,0.024605,0.594067,0.0,0.0,0.45031,0.0,0.54969,0.0,0.0,0.914404,0.0,0.0,0.085596,0.0,0.920121,0.0,0.0,0.079879,0.0,0.0,0.0,0.83132,0.0,0.0,0.0,0.092482,0.0,0.0,0.076198,0.0,0.0,0.909548,0.090452,0.0,0.0,0.092543,0.907457,0.0
2012-11-30,cons,0.007148,0.003806,0.989046,0.0,0.030721,0.003399,0.965881,0.006092,0.0,0.0,0.0,0.007299,0.986608,0.0,0.0,0.099196,0.0,0.88469,0.016114,0.0,0.037841,0.0,0.0,0.962159,0.0,0.0,0.0,0.09415,0.004857,0.0,0.900993,0.0,0.10866,0.0,0.000136,0.88927,0.001935,0.0,0.003606,0.0,0.0,0.0,0.002193,0.006654,0.987547,0.0,0.0,0.0,0.0,0.050251,0.949749,0.089042,0.0,0.886323,0.024635,0.0
2012-11-30,mod_cons,0.094225,0.230508,0.653912,0.021354,0.0,0.0,1.0,0.0,0.029933,0.0,0.02946,0.578851,0.359777,0.0,0.001979,0.137867,0.255852,0.559005,0.047276,0.0,0.08355,0.026672,0.228321,0.63356,0.027898,0.0,0.0,0.0,0.077738,0.0,0.73042,0.191842,0.059925,0.0,0.005757,0.669252,0.265065,0.0,0.0,0.0,0.031274,0.0,0.0,0.25746,0.58909,0.122175,0.0,0.0,0.0,0.035176,0.964824,0.0,0.0,0.753873,0.0,0.246127
2012-11-30,moder,0.178253,0.450783,0.324024,0.04694,0.0,0.0,1.0,0.0,0.0,0.0,0.014833,0.769907,0.0,0.079898,0.135363,0.174902,0.503384,0.237127,0.076114,0.008473,0.122932,0.055282,0.449581,0.310541,0.061664,0.0,0.0,0.0,0.0,0.0,0.506863,0.493137,0.0,0.0,0.006987,0.461886,0.514598,0.016529,0.0,0.0,0.057237,0.0,0.0,0.499138,0.198306,0.245319,0.0,0.0,0.0,0.025126,0.974874,0.0,0.0,0.502582,0.0,0.497418
2012-11-30,mod_agg,0.252133,0.679872,0.0,0.067994,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.350092,0.0,0.168843,0.481065,0.155867,0.755068,0.0,0.087034,0.00203,0.124659,0.104876,0.678521,0.0,0.091944,0.0,0.0,0.0,0.0,0.0,0.253431,0.746569,0.0,0.0,0.0,0.193421,0.801488,0.005091,0.0,0.0,0.048293,0.0,0.0,0.387308,0.0,0.564399,0.0,0.0,0.0,0.01005,0.98995,0.0,0.0,0.251291,0.0,0.748709
2012-11-30,agg,0.111524,0.883022,0.0,0.005454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.096415,0.0,0.216669,0.686916,0.0481,0.907083,0.0,0.044817,0.0,0.0,0.103645,0.877401,0.0,0.018954,0.0,0.0,0.0,0.0,0.0,0.099562,0.900438,0.0,0.0,0.0,0.032123,0.967877,0.0,0.0,0.0,0.021895,0.0,0.0,0.107449,0.0,0.870656,0.0,0.0,0.0,0.005025,0.994975,0.0,0.0,0.100516,0.0,0.899484
2012-12-31,cons,0.0,0.0,1.0,0.0,0.025333,0.0,0.974667,0.002914,0.002062,0.0,0.0,0.001528,0.992113,0.0,0.001383,0.095705,0.0,0.88366,0.020635,0.0,0.024914,0.010028,0.0,0.965058,0.0,0.004928,0.0,0.091746,0.000772,0.0,0.902554,0.0,0.098226,0.0,0.008556,0.893218,0.0,0.0,0.004718,0.0,0.0,0.001066,0.0,0.0,0.994217,0.0,0.0,0.0,0.0,0.050251,0.949749,0.086682,0.0,0.8856,0.027718,0.0
2012-12-31,mod_cons,0.0,0.004793,0.744363,0.250844,0.0,0.0,1.0,0.0,0.018021,0.0,0.0,0.213422,0.516118,0.045998,0.206441,0.071156,0.0,0.67295,0.0,0.255894,0.0,0.082761,0.034636,0.65886,0.223743,0.0,0.0,0.0,0.0,0.0,0.708182,0.291818,0.0,0.0,0.0,0.745066,0.0,0.254934,0.0,0.014639,0.0,0.0,0.0,0.796622,0.0,0.0,0.048878,0.139861,0.0,0.035176,0.964824,0.0,0.0,0.707422,0.049196,0.243382
2012-12-31,moder,0.0,0.00832,0.489882,0.501798,0.0,0.0,1.0,0.0,0.025639,0.0,0.0,0.422848,0.042804,0.097386,0.411322,0.031781,0.0,0.46588,0.0,0.50234,0.0,0.141178,0.096076,0.318578,0.444168,0.0,0.0,0.0,0.0,0.0,0.472121,0.527879,0.0,0.0,0.0,0.494252,0.0,0.505748,0.0,0.0,0.0,0.0,0.0,0.524146,0.0,0.0,0.047332,0.428522,0.0,0.025126,0.974874,0.0,0.0,0.467797,0.042999,0.489204
2012-12-31,mod_agg,0.0,0.011849,0.2354,0.752751,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.193471,0.0,0.155445,0.651084,0.0,0.0,0.246231,0.0,0.753769,0.0,0.190915,0.134572,0.0,0.674513,0.0,0.0,0.0,0.0,0.0,0.236061,0.763939,0.0,0.0,0.0,0.243437,0.0,0.756563,0.0,0.0,0.0,0.0,0.0,0.247627,0.0,0.0,0.041151,0.711222,0.0,0.01005,0.98995,0.0,0.0,0.220867,0.036685,0.742448
2012-12-31,agg,0.0,0.014003,0.082678,0.903319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024755,0.0,0.177942,0.797303,0.0,0.0,0.095477,0.0,0.904523,0.0,0.149429,0.0,0.0,0.850571,0.0,0.0,0.0,0.0,0.0,0.088523,0.911477,0.0,0.0,0.0,0.0959,0.0,0.9041,0.0,0.0,0.0,0.0,0.0,0.087543,0.0,0.0,0.037563,0.874894,0.0,0.005025,0.994975,0.0,0.0,0.07562,0.032962,0.891418
2013-01-31,cons,0.006626,0.002517,0.990857,0.0,0.029304,0.0,0.970696,0.002562,0.0,0.00182,0.0,0.0,0.995618,0.0,0.0,0.097206,0.0,0.892011,0.010784,0.0,0.034141,0.002993,0.0,0.962866,0.0,0.000199,0.0,0.098268,0.0,0.0,0.901533,0.0,0.115268,0.0,0.0,0.883389,0.001342,0.0,0.005138,0.0,0.0,0.0,0.000699,0.0,0.994163,0.0,0.0,0.0,0.0,0.050251,0.949749,0.093385,0.0,0.88805,0.018565,0.0
2013-01-31,mod_cons,0.103443,0.197108,0.668482,0.030967,0.278912,0.0,0.721088,0.0,0.0882,0.0,0.0,0.573993,0.319442,0.0,0.018364,0.141505,0.220955,0.573975,0.063565,0.0,0.0,0.104553,0.162708,0.701608,0.031131,0.0,0.287783,0.0,0.0,0.0,0.712217,0.0,0.05928,0.0,0.0,0.469129,0.462067,0.009524,0.0,0.049596,0.0,0.0,0.0,0.365884,0.427117,0.157403,0.0,0.0,0.0,0.291457,0.708543,0.0,0.0,0.661145,0.110501,0.228354
2013-01-31,moder,0.196608,0.385382,0.351937,0.066074,0.528519,0.0,0.471481,0.0,0.211182,0.0,0.0,0.650291,0.0,0.0,0.138526,0.18117,0.432973,0.270488,0.096012,0.019358,0.0,0.177532,0.331221,0.424588,0.06666,0.0,0.528841,0.0,0.0,0.0,0.471159,0.0,0.0,0.0,0.0,0.066785,0.900861,0.032354,0.0,0.059799,0.0,0.0,0.0,0.47746,0.0,0.45614,0.0,0.006601,0.0,0.527638,0.472362,0.0,0.0,0.394751,0.16942,0.43583
2013-01-31,mod_agg,0.291788,0.577494,0.028882,0.101836,0.778127,0.0,0.221873,0.0,0.377232,0.0,0.0,0.265103,0.0,0.0,0.357665,0.175859,0.665498,0.0,0.130391,0.028253,0.0,0.250469,0.499715,0.147551,0.102265,0.0,0.769899,0.0,0.0,0.0,0.230101,0.0,0.0,0.0,0.0,0.0,0.523913,0.476087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.773395,0.0,0.226605,0.0,0.763819,0.236181,0.0,0.0,0.128362,0.228327,0.643311
2013-01-31,agg,0.117726,0.819177,0.0,0.063097,0.916797,0.0,0.083203,0.0,0.474899,0.0,0.0,0.038519,0.0,0.0,0.486582,0.0,0.865744,0.0,0.134256,0.0,0.0,0.284328,0.646139,0.0,0.069533,0.0,0.912343,0.0,0.0,0.0,0.087657,0.0,0.0,0.0,0.0,0.0,0.199586,0.800414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299379,0.0,0.700621,0.0,0.909548,0.090452,0.0,0.0,0.0,0.188742,0.811258
2013-02-28,cons,0.003406,0.009982,0.986612,0.0,0.037456,0.0,0.962544,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.100934,0.0,0.883382,0.015684,0.0,0.015415,0.015461,0.0,0.969125,0.0,0.0,0.0,0.105518,0.0,0.0,0.894482,0.0,0.107056,0.0,0.003538,0.889406,0.0,0.0,0.002457,0.0,0.0,0.0,0.003697,0.00574,0.988106,0.0,0.0,0.0,0.0,0.050251,0.949749,0.094981,0.0,0.886028,0.018991,0.0
2013-02-28,mod_cons,0.012015,0.0,0.740181,0.247805,0.34335,0.0,0.65665,0.0,0.0,0.0,0.0,0.10143,0.63195,0.03316,0.233459,0.093102,0.0,0.654174,0.0,0.252724,0.032519,0.0,0.0,0.716688,0.250794,0.0,0.0,0.0,0.0,0.0,0.718593,0.281407,0.0,0.0,0.134526,0.35655,0.508925,0.0,0.0,0.0,0.046299,0.0,0.064173,0.643712,0.005246,0.199485,0.041086,0.0,0.0,0.291457,0.708543,0.0,0.0,0.715391,0.20282,0.081789
2013-02-28,moder,0.017215,0.0,0.485425,0.49736,0.442257,0.16159,0.396153,0.0,0.0,0.0,0.0,0.212266,0.25539,0.06572,0.466624,0.071036,0.0,0.427841,0.0,0.501123,0.027026,0.0,0.0,0.474933,0.498041,0.0,0.0,0.0,0.0,0.0,0.477387,0.522613,0.0,0.0,0.3422,0.0,0.6578,0.0,0.0,0.0,0.0,0.0,0.223813,0.0,0.0,0.730553,0.045634,0.0,0.0,0.527638,0.472362,0.0,0.0,0.471693,0.382848,0.145459
2013-02-28,mod_agg,0.02242,0.0,0.230666,0.746914,0.533332,0.329484,0.137183,0.0,0.0,0.0,0.0,0.198902,0.0,0.092283,0.708816,0.049258,0.0,0.201241,0.0,0.749501,0.02142,0.0,0.0,0.227406,0.751173,0.0,0.0,0.0,0.0,0.0,0.236181,0.763819,0.0,0.0,0.674491,0.0,0.325509,0.0,0.0,0.0,0.0,0.0,0.563342,0.0,0.0,0.324424,0.112234,0.0,0.0,0.763819,0.236181,0.0,0.0,0.227998,0.562968,0.209034
2013-02-28,agg,0.025683,0.0,0.074276,0.900041,0.489519,0.510481,0.0,0.0,0.0,0.0,0.0,0.033771,0.0,0.100705,0.865524,0.03592,0.0,0.063125,0.0,0.900955,0.018217,0.0,0.0,0.083445,0.898338,0.0,0.0,0.0,0.0,0.0,0.095477,0.904523,0.0,0.0,0.871153,0.0,0.128847,0.0,0.0,0.0,0.0,0.0,0.76706,0.0,0.0,0.080748,0.152192,0.0,0.0,0.909548,0.090452,0.0,0.0,0.085843,0.668028,0.246129
2013-03-31,cons,0.006995,0.002345,0.99066,0.0,0.038062,0.0,0.961938,0.0,0.000953,0.0,0.003199,0.012659,0.982687,0.000502,0.0,0.102203,0.0,0.882848,0.014949,0.0,0.024493,0.009623,0.0,0.965884,0.0,0.0,0.0,0.093712,0.006038,0.0,0.90025,0.0,0.108649,0.0,0.0,0.891351,0.0,0.0,0.0,0.0,0.001061,0.0,0.004245,0.010811,0.983884,0.0,0.0,0.0,0.0,0.050251,0.949749,0.095962,0.0,0.885014,0.019024,0.0
2013-03-31,mod_cons,0.024453,0.172754,0.680352,0.122441,0.028547,0.0,0.971453,0.0,0.0,0.0,0.0,0.560015,0.248359,0.090825,0.100801,0.086566,0.156974,0.616579,0.0,0.13988,0.0,0.081159,0.172423,0.64399,0.102428,0.0,0.0,0.0,0.0,0.0,0.737753,0.262247,0.0,0.0,0.0,0.767562,0.0,0.232438,0.0,0.0,0.0,0.0,0.0,0.856986,0.0,0.0,0.0,0.143014,0.0,0.035176,0.964824,0.0,0.0,0.767562,0.0,0.232438
2013-03-31,moder,0.04044,0.338772,0.372732,0.248056,0.019031,0.0,0.980969,0.0,0.0,0.0,0.0,0.544248,0.0,0.180394,0.275358,0.083719,0.346605,0.30665,0.0,0.263026,0.0,0.134524,0.351942,0.31179,0.201744,0.0,0.0,0.0,0.0,0.0,0.491836,0.508164,0.0,0.0,0.0,0.514192,0.0,0.485808,0.0,0.0,0.0,0.0,0.0,0.573808,0.0,0.0,0.0,0.426192,0.0,0.025126,0.974874,0.0,0.0,0.514192,0.0,0.485808
2013-03-31,mod_agg,0.056537,0.504745,0.065002,0.373716,0.009516,0.0,0.990484,0.0,0.0,0.0,0.0,0.229996,0.0,0.274595,0.495409,0.078707,0.534542,0.0,0.0,0.386751,0.0,0.164227,0.51916,0.0,0.316613,0.0,0.0,0.0,0.0,0.0,0.245918,0.754082,0.0,0.0,0.0,0.25337,0.0,0.74663,0.0,0.0,0.0,0.0,0.0,0.283178,0.0,0.0,0.0,0.716822,0.0,0.01005,0.98995,0.0,0.0,0.25337,0.0,0.74663
