port,,Permanent Portfolio,Permanent Portfolio,Permanent Portfolio,Permanent Portfolio,Three Fund Portfolio,Three Fund Portfolio,Three Fund Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,Pinwheel Portfolio,All Seasons Portfolio,All Seasons Portfolio,All Seasons Portfolio,All Seasons Portfolio,All Seasons Portfolio,Golden Butterfly,Golden Butterfly,Golden Butterfly,Golden Butterfly,Golden Butterfly,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Coffeehouse Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,Swensen Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,7Twelve Portfolio,60/40 Portfolio,60/40 Portfolio,Ivy Portfolio,Ivy Portfolio,Ivy Portfolio,Ivy Portfolio,Ivy Portfolio
etfs,,VTI,TLT,BIL,GLD,VTI,VEA,AGG,VTI,IJS,VEA,VWO,IEI,BIL,IYR,GLD,VTI,TLT,IEI,DBC,GLD,VTI,IJS,TLT,SHY,GLD,SPY,SPYV,MDY,IJJ,VEA,IEI,IYR,VTI,VEA,VWO,IEI,TIP,IYR,SPY,MDY,IJR,VEA,VWO,IEI,BIL,TIP,DBC,IYR,BWX,VTI,AGG,VTI,VEA,IEI,DBC,IYR
date,risk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-28,mod_agg,0.372425,0.0,0.130209,0.497367,0.752743,0.0,0.247257,0.0,0.0,0.0,0.622371,0.111204,0.0,0.0,0.266424,0.370881,0.0,0.095379,0.0,0.53374,0.417569,0.0,0.0,0.09535,0.487081,0.0,0.0,0.775902,0.0,0.0,0.224098,0.0,0.0,0.0,0.759895,0.240105,0.0,0.0,0.0,0.380916,0.0,0.0,0.44771,0.171374,0.0,0.0,0.0,0.0,0.0,0.758794,0.241206,0.108732,0.0,0.179631,0.0,0.711637
2010-02-28,agg,0.306477,0.0,0.0,0.693523,0.905807,0.0,0.094193,0.0,0.0,0.0,0.822376,0.0,0.0,0.0,0.177624,0.249697,0.0,0.0,0.0,0.750303,0.281246,0.0,0.0,0.0,0.718754,0.0,0.0,0.910361,0.0,0.0,0.089639,0.0,0.0,0.0,0.907232,0.092768,0.0,0.0,0.0,0.411329,0.0,0.0,0.588671,0.0,0.0,0.0,0.0,0.0,0.0,0.904523,0.095477,0.097832,0.0,0.044362,0.0,0.857806
2010-03-31,cons,0.008437,0.005136,0.986427,0.0,0.002268,0.0,0.997732,0.002832,0.0,0.001368,0.0,0.0,0.995801,0.0,0.0,0.08887,0.0,0.879017,0.032113,0.0,0.047532,0.0,0.0,0.951773,0.000695,0.0,0.0,0.090669,0.006289,0.0,0.903042,0.0,0.080555,0.0,0.019093,0.900352,0.0,0.0,0.001678,0.0,0.0,0.001844,0.001772,0.0,0.994706,0.0,0.0,0.0,0.0,0.030151,0.969849,0.081121,0.000438,0.883604,0.034838,0.0
2010-03-31,mod_cons,0.075466,0.102082,0.634093,0.188359,0.274377,0.0,0.725623,0.0,0.0,0.0,0.037593,0.54501,0.404672,0.012726,0.0,0.03556,0.0,0.685499,0.031739,0.247202,0.106484,0.0,0.102115,0.600037,0.191363,0.0,0.0,0.0,0.0,0.0,0.786127,0.213873,0.0,0.0,0.0181,0.739138,0.0,0.242762,0.0,0.0,0.0,0.0,0.028414,0.529345,0.40724,0.0,0.023206,0.011794,0.0,0.276382,0.723618,0.0,0.0,0.699939,0.070709,0.229352
2010-03-31,moder,0.140862,0.196589,0.289293,0.373257,0.546486,0.0,0.453514,0.0,0.0,0.0,0.007104,0.802212,0.0,0.078661,0.112022,0.004383,0.0,0.489348,0.006365,0.499904,0.165862,0.0,0.244958,0.222324,0.366856,0.0,0.0,0.0,0.0,0.0,0.524085,0.475915,0.0,0.0,0.0,0.497881,0.0,0.502119,0.0,0.0,0.0,0.0,0.0,0.763722,0.0,0.0,0.073315,0.162963,0.0,0.517588,0.482412,0.0,0.0,0.443219,0.082443,0.474338
2010-03-31,mod_agg,0.165883,0.233295,0.0,0.600822,0.818594,0.0,0.181406,0.0,0.0,0.0,0.0,0.377506,0.0,0.170526,0.451968,0.0,0.0,0.246362,0.0,0.753638,0.125938,0.0,0.251204,0.0,0.622858,0.0,0.0,0.0,0.0,0.0,0.262042,0.737958,0.0,0.0,0.0,0.24894,0.0,0.75106,0.0,0.0,0.0,0.0,0.0,0.339584,0.0,0.0,0.100421,0.559995,0.0,0.758794,0.241206,0.0,0.0,0.186367,0.094375,0.719257
2010-03-31,agg,0.065122,0.089577,0.0,0.845302,0.909297,0.0,0.090703,0.0,0.0,0.0,0.0,0.115371,0.0,0.224579,0.66005,0.0,0.0,0.098545,0.0,0.901455,0.014195,0.0,0.13572,0.0,0.850085,0.0,0.0,0.0,0.0,0.0,0.104817,0.895183,0.0,0.0,0.0,0.091715,0.0,0.908285,0.0,0.0,0.0,0.0,0.0,0.079556,0.0,0.0,0.117144,0.8033,0.0,0.904523,0.095477,0.0,0.0,0.024165,0.101881,0.873954
2010-04-30,cons,0.00608,0.0,0.991656,0.002264,0.0,0.001779,0.998221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.093688,0.0,0.876232,0.03008,0.0,0.037646,0.005821,0.0,0.956533,0.0,0.0,0.0,0.101983,0.002342,0.0,0.895675,0.0,0.082822,0.0,0.0199,0.897278,0.0,0.0,0.000752,0.0,0.0,0.0,0.004167,0.0,0.995081,0.0,0.0,0.0,0.0,0.030151,0.969849,0.08101,0.0,0.87937,0.03962,0.0
2010-04-30,mod_cons,0.0,0.0,0.7442,0.2558,0.0,0.251334,0.748666,0.0,0.060419,0.0,0.0,0.125265,0.585425,0.0,0.228891,0.064179,0.0,0.666342,0.018044,0.251436,0.0,0.065896,0.0,0.692804,0.2413,0.0,0.0,0.0,0.30574,0.0,0.69426,0.0,0.0,0.0,0.26178,0.73822,0.0,0.0,0.0,0.0,0.0,0.0,0.095177,0.793208,0.037734,0.0,0.073882,0.0,0.0,0.020101,0.979899,0.0,0.0,0.722041,0.270975,0.006984
2010-04-30,moder,0.0,0.0,0.496133,0.503867,0.0,0.500889,0.499111,0.0,0.118424,0.0,0.0,0.257444,0.166217,0.0,0.457915,0.040152,0.0,0.454599,0.0,0.505249,0.0,0.098726,0.0,0.418183,0.483091,0.0,0.0,0.0,0.578172,0.0,0.421828,0.0,0.0,0.0,0.50965,0.49035,0.0,0.0,0.0,0.0,0.0,0.0,0.261757,0.517137,0.0,0.0,0.221106,0.0,0.0,0.015076,0.984924,0.0,0.0,0.484019,0.515981,0.0
2010-04-30,mod_agg,0.0,0.0,0.248067,0.751933,0.0,0.750445,0.249555,0.0,0.157593,0.0,0.0,0.134717,0.0,0.0,0.70769,0.004413,0.0,0.243502,0.0,0.752085,0.0,0.131529,0.0,0.143583,0.724888,0.0,0.0,0.0,0.850604,0.0,0.149396,0.0,0.0,0.0,0.757519,0.242481,0.0,0.0,0.0,0.0,0.0,0.0,0.431517,0.197248,0.0,0.0,0.371235,0.0,0.0,0.005025,0.994975,0.0,0.0,0.24201,0.75799,0.0
