security,date,value
VTI,2001-05-31,40.5568
VTI,2001-06-01,40.8394
VTI,2001-06-04,41.0160
VTI,2001-06-05,41.6166
VTI,2001-06-06,41.2633
VTI,2001-06-07,41.4753
VTI,2001-06-08,41.1220
VTI,2001-06-11,40.6981
VTI,2001-06-12,40.7334
VTI,2001-06-13,40.3448
VTI,2001-06-14,39.4262
VTI,2001-06-15,39.3203
VTI,2001-06-18,39.0730
VTI,2001-06-19,39.1790
VTI,2001-06-20,39.6029
VTI,2001-06-21,39.9208
VTI,2001-06-22,39.6735
VTI,2001-06-25,39.4192
VTI,2001-06-26,39.3129
VTI,2001-06-27,39.3129
VTI,2001-06-28,39.8088
VTI,2001-06-29,40.0213
VTI,2001-07-02,40.1275
VTI,2001-07-03,40.0921
VTI,2001-07-05,39.6671
VTI,2001-07-06,38.6046
VTI,2001-07-09,38.8525
VTI,2001-07-10,38.3567
VTI,2001-07-11,38.3921
VTI,2001-07-12,39.3129
VTI,2001-07-13,39.4900
VTI,2001-07-16,39.0296
VTI,2001-07-17,39.4900
VTI,2001-07-18,39.0650
VTI,2001-07-19,39.3129
VTI,2001-07-20,39.3129
VTI,2001-07-23,38.6400
VTI,2001-07-24,38.0733
VTI,2001-07-25,38.5692
VTI,2001-07-26,39.0650
VTI,2001-07-27,39.1358
VTI,2001-07-30,39.1004
VTI,2001-07-31,39.2421
VTI,2001-08-01,39.4192
VTI,2001-08-02,39.5609
VTI,2001-08-03,39.4192
VTI,2001-08-06,38.9588
VTI,2001-08-07,39.0296
VTI,2001-08-08,38.3213
VTI,2001-08-09,38.4275
VTI,2001-08-10,38.6046
VTI,2001-08-13,38.6754
VTI,2001-08-14,38.5692
VTI,2001-08-15,38.2504
VTI,2001-08-16,38.3567
VTI,2001-08-17,37.7900
VTI,2001-08-20,38.0379
VTI,2001-08-21,37.5067
VTI,2001-08-22,37.8608
VTI,2001-08-23,37.7900
VTI,2001-08-24,38.4983
VTI,2001-08-27,38.3567
VTI,2001-08-28,37.7192
VTI,2001-08-29,37.3650
VTI,2001-08-30,36.7983
VTI,2001-08-31,36.9754
VTI,2001-09-04,36.7629
VTI,2001-09-05,36.7275
VTI,2001-09-06,35.9837
VTI,2001-09-07,35.2400
VTI,2001-09-10,35.5233
VTI,2001-09-17,33.8197
VTI,2001-09-18,33.3877
VTI,2001-09-19,32.9379
VTI,2001-09-20,31.8753
VTI,2001-09-21,31.3618
VTI,2001-09-24,32.4792
VTI,2001-09-25,32.7884
VTI,2001-09-26,32.5325
VTI,2001-09-27,32.8559
VTI,2001-09-28,33.7444
VTI,2001-10-01,33.4388
VTI,2001-10-02,33.8510
VTI,2001-10-03,34.4481
VTI,2001-10-04,34.5618
VTI,2001-10-05,34.5796
VTI,2001-10-08,34.3486
VTI,2001-10-09,34.1211
VTI,2001-10-10,34.9314
VTI,2001-10-11,35.5747
VTI,2001-10-12,35.3010
VTI,2001-10-15,35.3508
VTI,2001-10-16,35.5391
VTI,2001-10-17,34.8283
VTI,2001-10-18,34.6471
VTI,2001-10-19,34.7431
VTI,2001-10-22,35.2619
VTI,2001-10-23,35.1304
VTI,2001-10-24,35.1127
VTI,2001-10-25,35.6102
VTI,2001-10-26,35.7879
VTI,2001-10-29,34.9705
VTI,2001-10-30,34.3948
VTI,2001-10-31,34.4374
VTI,2001-11-01,35.1624
VTI,2001-11-02,35.2193
VTI,2001-11-05,35.7168
VTI,2001-11-06,36.2499
VTI,2001-11-07,36.1788
VTI,2001-11-08,36.2144
VTI,2001-11-09,36.2855
VTI,2001-11-12,36.2144
VTI,2001-11-13,36.8541
VTI,2001-11-14,37.0673
VTI,2001-11-15,36.9607
VTI,2001-11-16,36.9607
VTI,2001-11-19,37.3161
VTI,2001-11-20,37.0673
VTI,2001-11-21,36.8185
VTI,2001-11-23,37.2805
VTI,2001-11-26,37.5293
VTI,2001-11-27,37.4227
VTI,2001-11-28,36.6053
VTI,2001-11-29,37.1739
VTI,2001-11-30,37.0673
VTI,2001-12-03,36.8185
VTI,2001-12-04,37.2805
VTI,2001-12-05,38.2046
VTI,2001-12-06,38.1335
VTI,2001-12-07,38.0624
VTI,2001-12-10,37.3516
VTI,2001-12-11,37.2450
VTI,2001-12-12,37.2095
VTI,2001-12-13,36.6764
VTI,2001-12-14,36.8185
VTI,2001-12-17,37.1029
VTI,2001-12-18,37.4938
VTI,2001-12-19,37.6715
VTI,2001-12-20,37.3161
VTI,2001-12-21,37.5293
VTI,2001-12-24,37.5979
VTI,2001-12-26,37.7763
VTI,2001-12-27,37.9903
VTI,2001-12-28,38.1330
VTI,2001-12-31,37.5979
VTI,2002-01-02,37.9190
VTI,2002-01-03,38.3113
VTI,2002-01-04,38.5610
VTI,2002-01-07,38.3113
VTI,2002-01-08,38.2043
VTI,2002-01-09,38.0616
VTI,2002-01-10,38.0616
VTI,2002-01-11,37.7406
VTI,2002-01-14,37.4196
VTI,2002-01-15,37.7049
VTI,2002-01-16,37.0628
VTI,2002-01-17,37.4552
VTI,2002-01-18,37.0985
VTI,2002-01-22,36.8131
VTI,2002-01-23,37.1342
VTI,2002-01-24,37.3125
VTI,2002-01-25,37.3482
VTI,2002-01-28,37.3125
VTI,2002-01-29,36.3851
VTI,2002-01-30,36.7418
VTI,2002-01-31,37.2769
VTI,2002-02-01,37.0628
VTI,2002-02-04,36.1710
VTI,2002-02-05,36.0284
VTI,2002-02-06,35.7787
VTI,2002-02-07,35.6360
VTI,2002-02-08,36.1354
VTI,2002-02-11,36.6348
VTI,2002-02-12,36.5634
VTI,2002-02-13,36.8845
VTI,2002-02-14,36.8488
VTI,2002-02-15,36.4564
VTI,2002-02-19,35.7787
VTI,2002-02-20,36.2067
VTI,2002-02-21,35.6360
VTI,2002-02-22,35.8857
VTI,2002-02-25,36.5278
VTI,2002-02-26,36.6704
VTI,2002-02-27,36.5278
VTI,2002-02-28,36.5991
VTI,2002-03-01,37.3482
VTI,2002-03-04,38.0616
VTI,2002-03-05,37.8476
VTI,2002-03-06,38.3827
VTI,2002-03-07,38.2043
VTI,2002-03-08,38.4897
VTI,2002-03-11,38.6324
VTI,2002-03-12,38.5610
VTI,2002-03-13,38.2043
VTI,2002-03-14,38.1687
VTI,2002-03-15,38.4897
VTI,2002-03-18,38.5254
VTI,2002-03-19,38.7037
VTI,2002-03-20,38.0973
VTI,2002-03-21,38.2400
VTI,2002-03-22,38.0973
VTI,2002-03-25,37.5266
VTI,2002-03-26,37.7770
VTI,2002-03-27,38.0274
VTI,2002-03-28,37.9559
VTI,2002-04-01,37.9916
VTI,2002-04-02,37.7412
VTI,2002-04-03,37.3119
VTI,2002-04-04,37.4550
VTI,2002-04-05,37.3835
VTI,2002-04-08,37.4908
VTI,2002-04-09,37.2762
VTI,2002-04-10,37.7054
VTI,2002-04-11,36.8826
VTI,2002-04-12,37.1688
VTI,2002-04-15,36.9184
VTI,2002-04-16,37.7054
VTI,2002-04-17,37.6339
VTI,2002-04-18,37.5981
VTI,2002-04-19,37.6339
VTI,2002-04-22,37.0973
VTI,2002-04-23,36.8826
VTI,2002-04-24,36.5965
VTI,2002-04-25,36.6680
VTI,2002-04-26,35.9883
VTI,2002-04-29,35.8094
VTI,2002-04-30,36.2745
VTI,2002-05-01,36.5607
VTI,2002-05-02,36.3818
VTI,2002-05-03,36.0598
VTI,2002-05-06,35.3766
VTI,2002-05-07,35.2156
VTI,2002-05-08,36.5249
VTI,2002-05-09,36.0241
VTI,2002-05-10,35.4159
VTI,2002-05-13,36.0956
VTI,2002-05-14,36.9184
VTI,2002-05-15,36.7038
VTI,2002-05-16,36.8469
VTI,2002-05-17,37.0973
VTI,2002-05-20,36.6322
VTI,2002-05-21,36.1672
VTI,2002-05-22,36.3460
VTI,2002-05-23,36.7038
VTI,2002-05-24,36.2745
VTI,2002-05-28,36.0598
VTI,2002-05-29,35.8452
VTI,2002-05-30,35.7486
VTI,2002-05-31,35.7558
VTI,2002-06-03,34.8793
VTI,2002-06-04,34.8257
VTI,2002-06-05,35.2084
VTI,2002-06-06,34.5466
VTI,2002-06-07,34.5967
VTI,2002-06-10,34.6575
VTI,2002-06-11,34.0708
VTI,2002-06-12,34.2390
VTI,2002-06-13,33.8777
VTI,2002-06-14,33.7990
VTI,2002-06-17,34.7720
VTI,2002-06-18,34.8078
VTI,2002-06-19,34.2676
VTI,2002-06-20,33.8311
VTI,2002-06-21,33.2731
VTI,2002-06-24,33.3876
VTI,2002-06-25,32.7741
VTI,2002-06-26,32.6808
VTI,2002-06-27,33.2297
VTI,2002-06-28,33.2907
VTI,2002-07-01,32.4584
VTI,2002-07-02,31.7912
VTI,2002-07-03,31.9490
VTI,2002-07-05,33.1436
VTI,2002-07-08,32.6378
VTI,2002-07-09,31.8306
VTI,2002-07-10,30.8585
VTI,2002-07-11,31.0845
VTI,2002-07-12,31.0127
VTI,2002-07-15,30.7078
VTI,2002-07-16,30.3204
VTI,2002-07-17,30.4818
VTI,2002-07-18,29.5850
VTI,2002-07-19,28.5913
VTI,2002-07-22,27.7733
VTI,2002-07-23,26.9769
VTI,2002-07-24,28.5554
VTI,2002-07-25,28.3150
VTI,2002-07-26,28.6989
VTI,2002-07-29,30.2917
VTI,2002-07-30,30.4423
VTI,2002-07-31,30.5141
VTI,2002-08-01,29.7320
VTI,2002-08-02,29.0397
VTI,2002-08-05,28.0711
VTI,2002-08-06,28.9859
VTI,2002-08-07,29.4415
VTI,2002-08-08,30.3670
VTI,2002-08-09,30.4208
VTI,2002-08-12,30.3491
VTI,2002-08-13,29.6854
VTI,2002-08-14,30.8154
VTI,2002-08-15,31.1383
VTI,2002-08-16,31.1203
VTI,2002-08-19,31.8701
VTI,2002-08-20,31.4611
VTI,2002-08-21,31.9239
VTI,2002-08-22,32.2719
VTI,2002-08-23,31.6226
VTI,2002-08-26,31.8378
VTI,2002-08-27,31.3212
VTI,2002-08-28,30.8226
VTI,2002-08-29,30.8513
VTI,2002-08-30,30.7473
VTI,2002-09-03,29.5491
VTI,2002-09-04,30.0405
VTI,2002-09-05,29.6675
VTI,2002-09-06,30.2056
VTI,2002-09-09,30.4423
VTI,2002-09-10,30.6540
VTI,2002-09-11,30.6181
VTI,2002-09-12,29.9186
VTI,2002-09-13,29.9903
VTI,2002-09-16,30.0262
VTI,2002-09-17,29.4809
VTI,2002-09-18,29.2872
VTI,2002-09-19,28.5339
VTI,2002-09-20,28.5339
VTI,2002-09-23,28.2289
VTI,2002-09-24,27.8379
VTI,2002-09-25,28.3904
VTI,2002-09-26,28.8639
VTI,2002-09-27,27.9850
VTI,2002-09-30,27.6406
VTI,2002-10-01,28.6778
VTI,2002-10-02,28.0007
VTI,2002-10-03,27.6946
VTI,2002-10-04,27.1256
VTI,2002-10-07,26.5422
VTI,2002-10-08,26.9203
VTI,2002-10-09,26.2181
VTI,2002-10-10,27.0104
VTI,2002-10-11,28.1736
VTI,2002-10-14,28.3249
VTI,2002-10-15,29.5854
VTI,2002-10-16,28.9119
VTI,2002-10-17,29.5457
VTI,2002-10-18,29.6646
VTI,2002-10-21,30.1976
VTI,2002-10-22,29.8194
VTI,2002-10-23,30.0175
VTI,2002-10-24,29.6214
VTI,2002-10-25,30.1940
VTI,2002-10-28,29.8699
VTI,2002-10-29,29.6394
VTI,2002-10-30,29.8591
VTI,2002-10-31,29.7114
VTI,2002-11-01,30.3236
VTI,2002-11-04,30.5181
VTI,2002-11-05,30.7018
VTI,2002-11-06,31.1159
VTI,2002-11-07,30.3957
VTI,2002-11-08,30.0355
VTI,2002-11-11,29.5133
VTI,2002-11-12,29.6538
VTI,2002-11-13,29.7114
VTI,2002-11-14,30.4209
VTI,2002-11-15,30.6117
VTI,2002-11-18,30.3308
VTI,2002-11-19,30.2264
VTI,2002-11-20,30.8062
VTI,2002-11-21,31.4365
VTI,2002-11-22,31.3680
VTI,2002-11-25,31.4221
VTI,2002-11-26,30.8278
VTI,2002-11-27,31.6922
VTI,2002-11-29,31.4905
VTI,2002-12-02,31.5949
VTI,2002-12-03,31.0979
VTI,2002-12-04,31.0151
VTI,2002-12-05,30.6658
VTI,2002-12-06,30.7990
VTI,2002-12-09,30.0715
VTI,2002-12-10,30.5937
VTI,2002-12-11,30.6478
VTI,2002-12-12,30.5397
VTI,2002-12-13,30.0715
VTI,2002-12-16,30.7918
VTI,2002-12-17,30.5469
VTI,2002-12-18,30.1112
VTI,2002-12-19,29.9275
VTI,2002-12-20,30.2768
VTI,2002-12-23,30.2883
VTI,2002-12-24,30.1436
VTI,2002-12-26,30.1762
VTI,2002-12-27,29.6696
VTI,2002-12-30,29.8324
VTI,2002-12-31,29.8976
VTI,2003-01-02,30.7551
VTI,2003-01-03,30.7370
VTI,2003-01-06,31.4028
VTI,2003-01-07,31.1748
VTI,2003-01-08,30.7840
VTI,2003-01-09,31.2617
VTI,2003-01-10,31.3485
VTI,2003-01-13,31.3195
VTI,2003-01-14,31.4607
VTI,2003-01-15,31.1531
VTI,2003-01-16,31.0626
VTI,2003-01-17,30.6104
VTI,2003-01-21,30.0857
VTI,2003-01-22,29.7782
VTI,2003-01-23,29.9772
VTI,2003-01-24,29.2969
VTI,2003-01-27,28.7506
VTI,2003-01-28,29.0183
VTI,2003-01-29,29.0183
VTI,2003-01-30,28.6022
VTI,2003-01-31,29.0690
VTI,2003-02-03,29.1775
VTI,2003-02-04,29.3078
VTI,2003-02-05,28.7289
VTI,2003-02-06,28.4647
VTI,2003-02-07,28.1861
VTI,2003-02-10,28.4141
VTI,2003-02-11,28.2042
VTI,2003-02-12,27.8243
VTI,2003-02-13,27.7809
VTI,2003-02-14,28.2513
VTI,2003-02-18,28.8989
VTI,2003-02-19,28.6674
VTI,2003-02-20,28.4394
VTI,2003-02-21,28.8230
VTI,2003-02-24,28.2404
VTI,2003-02-25,28.5805
VTI,2003-02-26,28.1898
VTI,2003-02-27,28.5154
VTI,2003-02-28,28.6203
VTI,2003-03-03,28.4069
VTI,2003-03-04,28.0052
VTI,2003-03-05,28.1753
VTI,2003-03-06,28.0233
VTI,2003-03-07,28.2187
VTI,2003-03-10,27.5312
VTI,2003-03-11,27.3105
VTI,2003-03-12,27.4082
VTI,2003-03-13,28.3309
VTI,2003-03-14,28.4394
VTI,2003-03-17,29.2354
VTI,2003-03-18,29.4996
VTI,2003-03-19,29.6153
VTI,2003-03-20,29.7601
VTI,2003-03-21,30.3933
VTI,2003-03-24,29.3621
VTI,2003-03-25,29.7094
VTI,2003-03-26,29.5647
VTI,2003-03-27,29.5068
VTI,2003-03-28,29.3657
VTI,2003-03-31,28.8374
VTI,2003-04-01,29.2551
VTI,2003-04-02,29.9270
VTI,2003-04-03,29.7817
VTI,2003-04-04,29.8870
VTI,2003-04-07,29.8907
VTI,2003-04-08,29.8725
VTI,2003-04-09,29.5275
VTI,2003-04-10,29.6837
VTI,2003-04-11,29.5602
VTI,2003-04-14,30.1740
VTI,2003-04-15,30.3701
VTI,2003-04-16,29.9670
VTI,2003-04-17,30.4318
VTI,2003-04-21,30.4246
VTI,2003-04-22,31.0456
VTI,2003-04-23,31.3071
VTI,2003-04-24,31.0565
VTI,2003-04-25,30.6280
VTI,2003-04-28,31.1691
VTI,2003-04-29,31.2708
VTI,2003-04-30,31.3217
VTI,2003-05-01,31.2853
VTI,2003-05-02,31.7248
VTI,2003-05-05,31.7066
VTI,2003-05-06,31.9246
VTI,2003-05-07,31.8156
VTI,2003-05-08,31.4887
VTI,2003-05-09,31.9427
VTI,2003-05-12,32.3241
VTI,2003-05-13,32.2877
VTI,2003-05-14,32.1715
VTI,2003-05-15,32.4258
VTI,2003-05-16,32.3568
VTI,2003-05-19,31.5977
VTI,2003-05-20,31.5650
VTI,2003-05-21,31.6957
VTI,2003-05-22,31.9064
VTI,2003-05-23,32.0408
VTI,2003-05-27,32.6800
VTI,2003-05-28,32.7163
VTI,2003-05-29,32.6618
VTI,2003-05-30,33.1485
VTI,2003-06-02,33.2865
VTI,2003-06-03,33.4863
VTI,2003-06-04,33.9657
VTI,2003-06-05,34.1509
VTI,2003-06-06,34.0674
VTI,2003-06-09,33.6134
VTI,2003-06-10,33.9221
VTI,2003-06-11,34.3289
VTI,2003-06-12,34.3979
VTI,2003-06-13,34.0601
VTI,2003-06-16,34.7575
VTI,2003-06-17,34.8119
VTI,2003-06-18,34.7393
VTI,2003-06-19,34.2054
VTI,2003-06-20,34.2490
VTI,2003-06-23,33.7587
VTI,2003-06-24,33.8498
VTI,2003-06-25,33.6311
VTI,2003-06-26,33.9955
VTI,2003-06-27,33.7077
VTI,2003-06-30,33.6858
VTI,2003-07-01,33.9263
VTI,2003-07-02,34.3016
VTI,2003-07-03,34.0684
VTI,2003-07-07,34.7242
VTI,2003-07-08,34.9246
VTI,2003-07-09,34.7971
VTI,2003-07-10,34.3599
VTI,2003-07-11,34.6186
VTI,2003-07-14,34.8846
VTI,2003-07-15,34.7097
VTI,2003-07-16,34.5311
VTI,2003-07-17,34.0830
VTI,2003-07-18,34.4328
VTI,2003-07-21,33.9263
VTI,2003-07-22,34.2651
VTI,2003-07-23,34.3052
VTI,2003-07-24,34.0392
VTI,2003-07-25,34.6368
VTI,2003-07-28,34.6040
VTI,2003-07-29,34.3927
VTI,2003-07-30,34.3854
VTI,2003-07-31,34.4692
VTI,2003-08-01,34.0720
VTI,2003-08-04,34.1595
VTI,2003-08-05,33.5510
VTI,2003-08-06,33.5765
VTI,2003-08-07,33.7951
VTI,2003-08-08,33.8898
VTI,2003-08-11,34.0502
VTI,2003-08-12,34.4328
VTI,2003-08-13,34.2287
VTI,2003-08-14,34.4400
VTI,2003-08-15,34.4145
VTI,2003-08-18,34.8081
VTI,2003-08-19,34.9356
VTI,2003-08-20,34.9319
VTI,2003-08-21,35.0886
VTI,2003-08-22,34.7242
VTI,2003-08-25,34.6878
VTI,2003-08-26,34.8044
VTI,2003-08-27,34.8518
VTI,2003-08-28,35.1068
VTI,2003-08-29,35.2927
VTI,2003-09-02,35.8064
VTI,2003-09-03,35.9084
VTI,2003-09-04,36.0141
VTI,2003-09-05,35.8210
VTI,2003-09-08,36.1635
VTI,2003-09-09,35.9084
VTI,2003-09-10,35.4020
VTI,2003-09-11,35.6352
VTI,2003-09-12,35.7335
VTI,2003-09-15,35.5441
VTI,2003-09-16,36.1088
VTI,2003-09-17,35.9813
VTI,2003-09-18,36.4368
VTI,2003-09-19,36.3056
VTI,2003-09-22,35.8902
VTI,2003-09-23,36.0906
VTI,2003-09-24,35.4676
VTI,2003-09-25,35.1651
VTI,2003-09-26,34.9283
VTI,2003-09-29,35.1323
VTI,2003-09-30,34.9203
VTI,2003-10-01,35.6187
VTI,2003-10-02,35.7796
VTI,2003-10-03,36.1708
VTI,2003-10-06,36.3280
VTI,2003-10-07,36.4926
VTI,2003-10-08,36.3536
VTI,2003-10-09,36.4487
VTI,2003-10-10,36.5072
VTI,2003-10-13,36.7668
VTI,2003-10-14,36.9314
VTI,2003-10-15,36.8034
VTI,2003-10-16,36.9533
VTI,2003-10-17,36.5547
VTI,2003-10-20,36.6937
VTI,2003-10-21,36.7449
VTI,2003-10-22,36.2732
VTI,2003-10-23,36.3280
VTI,2003-10-24,36.1233
VTI,2003-10-27,36.3317
VTI,2003-10-28,36.8144
VTI,2003-10-29,36.9679
VTI,2003-10-30,36.8656
VTI,2003-10-31,37.0338
VTI,2003-11-03,37.2605
VTI,2003-11-04,37.1508
VTI,2003-11-05,37.2166
VTI,2003-11-06,37.3738
VTI,2003-11-07,37.2056
VTI,2003-11-10,37.0191
VTI,2003-11-11,36.9497
VTI,2003-11-12,37.3958
VTI,2003-11-13,37.4543
VTI,2003-11-14,37.1654
VTI,2003-11-17,36.8729
VTI,2003-11-18,36.5621
VTI,2003-11-19,36.8217
VTI,2003-11-20,36.5511
VTI,2003-11-21,36.5730
VTI,2003-11-24,37.2056
VTI,2003-11-25,37.2970
VTI,2003-11-26,37.5018
VTI,2003-11-28,37.5896
VTI,2003-12-01,37.9735
VTI,2003-12-02,37.8784
VTI,2003-12-03,37.7431
VTI,2003-12-04,37.8821
VTI,2003-12-05,37.5640
VTI,2003-12-08,37.8748
VTI,2003-12-09,37.4762
VTI,2003-12-10,37.3702
VTI,2003-12-11,37.8711
VTI,2003-12-12,37.9918
VTI,2003-12-15,37.6919
VTI,2003-12-16,37.8821
VTI,2003-12-17,37.9918
VTI,2003-12-18,38.3940
VTI,2003-12-19,38.3392
VTI,2003-12-22,38.5556
VTI,2003-12-23,38.7025
VTI,2003-12-24,38.6658
VTI,2003-12-26,38.6658
VTI,2003-12-29,39.1431
VTI,2003-12-30,39.2019
VTI,2003-12-31,39.0917
VTI,2004-01-02,39.1174
VTI,2004-01-05,39.5544
VTI,2004-01-06,39.6903
VTI,2004-01-07,39.8041
VTI,2004-01-08,39.9510
VTI,2004-01-09,39.6939
VTI,2004-01-12,39.8775
VTI,2004-01-13,39.7857
VTI,2004-01-14,40.0721
VTI,2004-01-15,40.2411
VTI,2004-01-16,40.3622
VTI,2004-01-20,40.4650
VTI,2004-01-21,40.6376
VTI,2004-01-22,40.6082
VTI,2004-01-23,40.5348
VTI,2004-01-26,40.9608
VTI,2004-01-27,40.6119
VTI,2004-01-28,40.0978
VTI,2004-01-29,40.1713
VTI,2004-01-30,40.1125
VTI,2004-02-02,40.1860
VTI,2004-02-03,40.1750
VTI,2004-02-04,39.8004
VTI,2004-02-05,39.9289
VTI,2004-02-06,40.4761
VTI,2004-02-09,40.4247
VTI,2004-02-10,40.6854
VTI,2004-02-11,41.0195
VTI,2004-02-12,40.9094
VTI,2004-02-13,40.7000
VTI,2004-02-17,41.1260
VTI,2004-02-18,40.9424
VTI,2004-02-19,40.7184
VTI,2004-02-20,40.5936
VTI,2004-02-23,40.3218
VTI,2004-02-24,40.3402
VTI,2004-02-25,40.5568
VTI,2004-02-26,40.6156
VTI,2004-02-27,40.6743
VTI,2004-03-01,41.0709
VTI,2004-03-02,40.9204
VTI,2004-03-03,40.9424
VTI,2004-03-04,41.1260
VTI,2004-03-05,41.2545
VTI,2004-03-08,40.8763
VTI,2004-03-09,40.6633
VTI,2004-03-10,39.9363
VTI,2004-03-11,39.4295
VTI,2004-03-12,39.9840
VTI,2004-03-15,39.3781
VTI,2004-03-16,39.5948
VTI,2004-03-17,40.0207
VTI,2004-03-18,39.9730
VTI,2004-03-19,39.5103
VTI,2004-03-22,39.0073
VTI,2004-03-23,38.9632
VTI,2004-03-24,38.9228
VTI,2004-03-25,39.4736
VTI,2004-03-26,39.5691
VTI,2004-03-29,39.9620
VTI,2004-03-30,40.1830
VTI,2004-03-31,40.2567
VTI,2004-04-01,40.4630
VTI,2004-04-02,40.8314
VTI,2004-04-05,41.1003
VTI,2004-04-06,40.9898
VTI,2004-04-07,40.8203
VTI,2004-04-08,40.7614
VTI,2004-04-12,40.8903
VTI,2004-04-13,40.3414
VTI,2004-04-14,40.2088
VTI,2004-04-15,40.2272
VTI,2004-04-16,40.4188
VTI,2004-04-19,40.4667
VTI,2004-04-20,39.8220
VTI,2004-04-21,40.0799
VTI,2004-04-22,40.7172
VTI,2004-04-23,40.7135
VTI,2004-04-26,40.5403
VTI,2004-04-27,40.6324
VTI,2004-04-28,40.0614
VTI,2004-04-29,39.6820
VTI,2004-04-30,39.3615
VTI,2004-05-03,39.7815
VTI,2004-05-04,39.8220
VTI,2004-05-05,39.9878
VTI,2004-05-06,39.5936
VTI,2004-05-07,39.0410
VTI,2004-05-10,38.4995
VTI,2004-05-11,38.8347
VTI,2004-05-12,38.9747
VTI,2004-05-13,38.8642
VTI,2004-05-14,38.8495
VTI,2004-05-17,38.4074
VTI,2004-05-18,38.7132
VTI,2004-05-19,38.6616
VTI,2004-05-20,38.6763
VTI,2004-05-21,38.8237
VTI,2004-05-24,38.9710
VTI,2004-05-25,39.6304
VTI,2004-05-26,39.7115
VTI,2004-05-27,39.8957
VTI,2004-05-28,39.9325
VTI,2004-06-01,39.9694
VTI,2004-06-02,40.0799
VTI,2004-06-03,39.7594
VTI,2004-06-04,39.9988
VTI,2004-06-07,40.5956
VTI,2004-06-08,40.6472
VTI,2004-06-09,40.2862
VTI,2004-06-10,40.3783
VTI,2004-06-14,39.9620
VTI,2004-06-15,40.2898
VTI,2004-06-16,40.3193
VTI,2004-06-17,40.3083
VTI,2004-06-18,40.3193
VTI,2004-06-21,40.2199
VTI,2004-06-22,40.3267
VTI,2004-06-23,40.7430
VTI,2004-06-24,40.6656
VTI,2004-06-25,40.6214
VTI,2004-06-28,40.4077
VTI,2004-06-29,40.5815
VTI,2004-06-30,40.7441
VTI,2004-07-01,40.3486
VTI,2004-07-02,40.2451
VTI,2004-07-06,39.9198
VTI,2004-07-07,39.9456
VTI,2004-07-08,39.5908
VTI,2004-07-09,39.7128
VTI,2004-07-12,39.7017
VTI,2004-07-13,39.7719
VTI,2004-07-14,39.5908
VTI,2004-07-15,39.4947
VTI,2004-07-16,39.3135
VTI,2004-07-19,39.3135
VTI,2004-07-20,39.5908
VTI,2004-07-21,38.9254
VTI,2004-07-22,39.0585
VTI,2004-07-23,38.6297
VTI,2004-07-26,38.5151
VTI,2004-07-27,38.8958
VTI,2004-07-28,38.9254
VTI,2004-07-29,39.1731
VTI,2004-07-30,39.2950
VTI,2004-08-02,39.3949
VTI,2004-08-03,39.0917
VTI,2004-08-04,38.9882
VTI,2004-08-05,38.3339
VTI,2004-08-06,37.7979
VTI,2004-08-09,37.8090
VTI,2004-08-10,38.2600
VTI,2004-08-11,38.1639
VTI,2004-08-12,37.7425
VTI,2004-08-13,37.8016
VTI,2004-08-16,38.2785
VTI,2004-08-17,38.4707
VTI,2004-08-18,38.9328
VTI,2004-08-19,38.8145
VTI,2004-08-20,39.1398
VTI,2004-08-23,39.0511
VTI,2004-08-24,38.9882
VTI,2004-08-25,39.3357
VTI,2004-08-26,39.3172
VTI,2004-08-27,39.4614
VTI,2004-08-30,39.1804
VTI,2004-08-31,39.3172
VTI,2004-09-01,39.3912
VTI,2004-09-02,39.8347
VTI,2004-09-03,39.7017
VTI,2004-09-07,39.9797
VTI,2004-09-08,39.8126
VTI,2004-09-09,39.8939
VTI,2004-09-10,40.1601
VTI,2004-09-13,40.2229
VTI,2004-09-14,40.3412
VTI,2004-09-15,40.0898
VTI,2004-09-16,40.2192
VTI,2004-09-17,40.3412
VTI,2004-09-20,40.1859
VTI,2004-09-21,40.4447
VTI,2004-09-22,39.8902
VTI,2004-09-23,39.7202
VTI,2004-09-24,39.8089
VTI,2004-09-27,39.6081
VTI,2004-09-28,39.8233
VTI,2004-09-29,39.9124
VTI,2004-09-30,39.9791
VTI,2004-10-01,40.6247
VTI,2004-10-04,40.7583
VTI,2004-10-05,40.7471
VTI,2004-10-06,40.9957
VTI,2004-10-07,40.6247
VTI,2004-10-08,40.2871
VTI,2004-10-11,40.3835
VTI,2004-10-12,40.2945
VTI,2004-10-13,39.9977
VTI,2004-10-14,39.6415
VTI,2004-10-15,39.8567
VTI,2004-10-18,40.0311
VTI,2004-10-19,39.6786
VTI,2004-10-20,39.6898
VTI,2004-10-21,39.8716
VTI,2004-10-22,39.5117
VTI,2004-10-25,39.4820
VTI,2004-10-26,40.1053
VTI,2004-10-27,40.5987
VTI,2004-10-28,40.5802
VTI,2004-10-29,40.6989
VTI,2004-11-01,40.7583
VTI,2004-11-02,40.6618
VTI,2004-11-03,41.1886
VTI,2004-11-04,41.8342
VTI,2004-11-05,41.9826
VTI,2004-11-08,41.8787
VTI,2004-11-09,41.9232
VTI,2004-11-10,41.9455
VTI,2004-11-11,42.3387
VTI,2004-11-12,42.7023
VTI,2004-11-15,42.7320
VTI,2004-11-16,42.4797
VTI,2004-11-17,42.7283
VTI,2004-11-18,42.7951
VTI,2004-11-19,42.2756
VTI,2004-11-22,42.5539
