date,agg,cons,mod_agg,mod_cons,moder
2010-01-31,1.6778102794794785,-0.021031192707742206,1.1635111449649935,0.5060921714441285,1.0027708849686747
2010-02-28,4.950414048505725,-0.005435388804891791,4.129976394895521,0.8753004817068061,2.4035475771516586
2010-03-31,0.14261066564818636,0.036374584131305544,0.06329139590016478,0.0706290629911376,-0.03586825977090714
2010-04-30,-1.9290135637735997,-0.05323929862508695,-0.6627870813649166,0.13162664356438838,0.03147472047087801
2010-05-31,0.6470643907871252,-0.009056184163856824,0.5636689486044278,0.33889322009887873,0.6854911169262604
2010-06-30,3.9102850393223982,0.009595555231224458,2.9291724500059164,0.3617588404638285,1.4588986479514638
2010-07-31,5.920706868318729,0.0153318954293588,1.6592556864732444,0.735884034214285,1.4727961364945212
2010-08-31,-2.185994639867645,-0.0032396613672807687,-0.08990162628029486,0.011999758859844662,0.27632706638519955
2010-09-30,9.803932195598126,0.047079457096988124,7.348211258240124,1.729618970673166,4.050371391240129
2010-10-31,1.2316655514689236,0.03311789634752877,0.8093441877926788,0.27043018987179684,0.8270374324897061
2010-11-30,-3.0166562833672828,-0.010868320173046946,-1.731035449375775,-0.057219624620256294,-0.09055227618712745
2010-12-31,1.4152461063111945,0.00822315907699103,-0.1576243696229846,0.1227837674548637,-0.29054553554290546
2011-01-31,0.04086399531366433,-0.008690183019126045,0.07479361513799818,0.09674385476181699,0.20108923141097962
2011-02-28,2.5672285242696122,0.010729988129695936,0.8261611482772142,0.11207040835154335,0.4676661994872962
2011-03-31,1.0775706287469575,0.013744800717761487,0.8943106574840147,0.3046916712084405,0.5995017589060057
2011-04-30,2.185901636028232,0.020005625758895747,1.7467356702215144,0.5080153962135445,1.1241006209378237
2011-05-31,-2.2057505283283185,0.008724354208176813,-1.4469430241259227,0.696223104781063,-0.19326387875648626
2011-06-30,-0.36311648771054955,-0.0005927606810383221,-0.2988697651852847,-0.09693704800791705,-0.19612446583773072
2011-07-31,3.362402097879501,0.007070792416772214,2.44311262463204,0.0721247274018255,0.813013326930755
2011-08-31,5.217555231500969,-0.029263405917076702,3.9141754483447073,0.28509183249613385,2.0853487260021897
2011-09-30,-7.633053795749616,-0.05999439381147759,-5.634156984631594,-0.8018471598727497,-3.034436893389694
2011-10-31,8.029395662092398,0.010369089380312703,5.506372261024828,1.136642812455165,2.2785747737853983
2011-11-30,-2.788617549991897,0.02389261379583672,-1.4345237563142808,0.022086966109496096,0.04917052429473864
2011-12-31,-4.45588354432985,-0.0057594646598497145,-0.11102542880566152,0.2544160028743405,0.5267875808695583
2012-01-31,4.4233254256150945,0.01620960001723831,2.70785942043981,0.37341585443572145,1.774147389311926
2012-02-29,4.209992939996876,0.044921633360358044,2.4071049458930975,0.26890554862617183,1.1482666334287448
2012-03-31,-0.14674612065985523,-0.026559400970182043,-0.46518332761709014,-0.27099037568124335,-0.2984361484518247
2012-04-30,0.4012349349544438,0.03757461656764158,0.44830756399051785,0.12390724403457509,0.18255552279368953
2012-05-31,-1.6224053922143489,-0.0003161989761746422,0.32073936225835364,-0.002431819773189353,0.02379829715304406
2012-06-30,-0.6942046230947928,-0.029089409910358372,-0.356758923868483,-0.14818314843997538,-0.2524756353270799
2012-07-31,0.5339562637831333,0.03043986268143857,1.0109821042836005,0.5297361856727267,1.088549364746268
2012-08-31,0.46937204810019795,0.02277309005924581,0.5029748287950471,0.1808005110130694,0.33706728099247085
2012-09-30,2.272618872184919,-0.004333832651824497,1.7287077408380374,0.22709911162198232,0.8221909627323394
2012-10-31,1.0645902088117556,-0.011781157696596163,-0.22225677395560062,0.2144935035977574,0.3766341836015849
2012-11-30,2.158646671879985,-0.009390972474619268,1.9215977505398643,0.30456223601276267,1.0944624916705419
2012-12-31,2.654205490435648,-0.006633618357061654,0.44975492464099687,0.21971390659257076,0.3559545657423372
2013-01-31,4.515250450933308,0.02231680011188869,1.1570755033174756,0.41952705822342945,0.8272955457799589
2013-02-28,-0.8468085836612399,0.007189899904372492,-0.35149209101401485,-0.016840626637572687,-0.030196962117719522
2013-03-31,0.8382890325908073,0.021588964936806072,0.7236701280653923,0.3294870538164238,0.5279199473772521
2013-04-30,0.7459747549887392,0.008106594769130398,0.6512359673634268,0.21119626826259036,0.4435502777781415
2013-05-31,-2.530197900408168,0.022419853826592995,-1.8524616634033857,-0.4232099936174414,-0.858604297994304
2013-06-30,-2.9772892337071153,-0.043140964154320983,-2.448913005620729,-0.692468116698691,-1.5619781535577553
2013-07-31,4.572636388985664,0.029101889361928993,3.5476140458822467,0.909564355072374,2.1078134049886996
2013-08-31,-1.5145892948766233,-0.01816458024453313,-1.6442544824065277,-0.5845420461663854,-1.1144686047407355
2013-09-30,1.7850526950713728,-0.003309539032113852,1.8459950977766209,0.3279579423097198,0.9957709986760623
2013-10-31,3.0962420821010848,0.01914232420370295,2.1573965835885973,0.6913904341994555,1.4244402653325199
2013-11-30,-1.2498809758244875,-0.00787383553034092,-1.1746216962545,-0.40238401762551235,-0.7885656969685687
2013-12-31,-0.6413661521620597,0.01427574682470791,-0.5486222628140742,-0.21307396388130723,-0.3807741452960757
2014-01-31,-3.1851609364828533,-0.00991499825167947,-0.44298916985751124,0.18312869553439937,0.9976096685200806
2014-02-28,4.335563643106369,0.06121601320323699,3.6259933530810424,1.1425642922860215,2.3250305704238294
2014-03-31,0.6786053291046382,-0.018444702316273535,0.6960699009871337,-0.24912223842294984,0.048448830804448416
2014-04-30,0.2748438442761585,0.011704217725955342,0.22362787906820697,0.058080135046294806,0.1408442382605026
2014-05-31,0.9957931755863361,0.030436222916655088,1.1648130967655992,0.7271836521268874,1.0765780469419035
2014-06-30,0.7060888864377881,-0.00874404668130666,0.19003618159522792,0.12007780891996082,0.2710936936007539
2014-07-31,-0.960673867806693,-0.028994154802371,-0.8021428965085065,-0.2950086630845191,-0.5486141769857886
2014-08-31,0.24044783916413684,0.06365543306543452,0.20295345894452307,0.08024468842312625,0.14159895246675144
2014-09-30,-5.370458588857694,-0.01930669344191584,-4.347092825077023,-0.7222542219260314,-2.2227231695641927
2014-10-31,5.677166896420337,0.0040824104549688255,1.5852121965586317,0.38636487427574084,0.7596239074477423
2014-11-30,0.7342870984858222,0.019288894601975016,0.6052408349009744,0.20259191002591068,0.4039210789972044
2014-12-31,-3.2001826133272155,-0.022204020532059034,-2.3092044322940914,-0.32832928925117394,-0.8454499459717851
